id;cursusnaam;tekst;datum;locatie
067Ape5-11-2019;QGIS 3D visualisatie;QGIS 3D visualisatie: 5 november in Apeldoorn;5-11-2019;Apeldoorn
067Rot10-12-2019;QGIS 3D visualisatie;QGIS 3D visualisatie: 10 december in Rotterdam;10-12-2019;Rotterdam
068Ape8-1-2019;QGIS Basis;QGIS Basis: 8, 15, 22 januari in Apeldoorn;8-1-2019;Apeldoorn
068Rot5-2-2019;QGIS Basis;QGIS Basis: 5, 12, 19 februari in Rotterdam;5-2-2019;Rotterdam
068Ape5-3-2019;QGIS Basis;QGIS Basis: 5, 12, 19 maart in Apeldoorn;5-3-2019;Apeldoorn
068Ams4-3-2019;QGIS Basis;QGIS Basis: 4, 11, 18 maart in Amsterdam;4-3-2019;Amsterdam
068Rot9-4-2019;QGIS Basis;QGIS Basis: 9, 16, 23 april in Rotterdam;9-4-2019;Rotterdam
068Ein8-4-2019;QGIS Basis;QGIS Basis: 8, 15, 22 april in Eindhoven;8-4-2019;Eindhoven
068Ape7-5-2019;QGIS Basis;QGIS Basis: 7, 14, 21 mei in Apeldoorn;7-5-2019;Apeldoorn
068Ams6-5-2019;QGIS Basis;QGIS Basis: 6, 13, 20 mei in Amsterdam;6-5-2019;Amsterdam
068Rot4-6-2019;QGIS Basis;QGIS Basis: 4, 11, 18 juni in Rotterdam;4-6-2019;Rotterdam
068Ein3-6-2019;QGIS Basis;QGIS Basis: 3, 10, 17 juni in Eindhoven;3-6-2019;Eindhoven
068Ape2-7-2019;QGIS Basis;QGIS Basis: 2, 9, 16 juli in Apeldoorn;2-7-2019;Apeldoorn
068Rot6-8-2019;QGIS Basis;QGIS Basis: 6, 13, 20 augustus in Rotterdam;6-8-2019;Rotterdam
068Ape3-9-2019;QGIS Basis;QGIS Basis: 3, 10, 17 september in Apeldoorn;3-9-2019;Apeldoorn
068Ams2-9-2019;QGIS Basis;QGIS Basis: 2, 9, 16 september in Amsterdam;2-9-2019;Amsterdam
068Rot8-10-2019;QGIS Basis;QGIS Basis: 8, 15, 22 oktober in Rotterdam;8-10-2019;Rotterdam
068Ein7-10-2019;QGIS Basis;QGIS Basis: 7, 14, 21 oktober in Eindhoven;7-10-2019;Eindhoven
068Ape5-11-2019;QGIS Basis;QGIS Basis: 5, 12, 19 november in Apeldoorn;5-11-2019;Apeldoorn
068Ams4-11-2019;QGIS Basis;QGIS Basis: 4, 11, 18 november in Amsterdam;4-11-2019;Amsterdam
068Rot3-12-2019;QGIS Basis;QGIS Basis: 3, 10, 17 december in Rotterdam;3-12-2019;Rotterdam
070Ape8-1-2019;QGIS Intro;QGIS Intro: 8 januari in Apeldoorn;8-1-2019;Apeldoorn
070Rot5-2-2019;QGIS Intro;QGIS Intro: 5 februari in Rotterdam;5-2-2019;Rotterdam
070Ape5-3-2019;QGIS Intro;QGIS Intro: 5 maart in Apeldoorn;5-3-2019;Apeldoorn
070Ams4-3-2019;QGIS Intro;QGIS Intro: 4 maart in Amsterdam;4-3-2019;Amsterdam
070Rot9-4-2019;QGIS Intro;QGIS Intro: 9 april in Rotterdam;9-4-2019;Rotterdam
070Ein8-4-2019;QGIS Intro;QGIS Intro: 8 april in Eindhoven;8-4-2019;Eindhoven
070Ape7-5-2019;QGIS Intro;QGIS Intro: 7 mei in Apeldoorn;7-5-2019;Apeldoorn
070Ams6-5-2019;QGIS Intro;QGIS Intro: 6 mei in Amsterdam;6-5-2019;Amsterdam
070Rot4-6-2019;QGIS Intro;QGIS Intro: 4 juni in Rotterdam;4-6-2019;Rotterdam
070Ein3-6-2019;QGIS Intro;QGIS Intro: 3 juni in Eindhoven;3-6-2019;Eindhoven
070Ape2-7-2019;QGIS Intro;QGIS Intro: 2 juli in Apeldoorn;2-7-2019;Apeldoorn
070Rot6-8-2019;QGIS Intro;QGIS Intro: 6 augustus in Rotterdam;6-8-2019;Rotterdam
070Ape3-9-2019;QGIS Intro;QGIS Intro: 3 september in Apeldoorn;3-9-2019;Apeldoorn
070Ams2-9-2019;QGIS Intro;QGIS Intro: 2 september in Amsterdam;2-9-2019;Amsterdam
070Rot8-10-2019;QGIS Intro;QGIS Intro: 8 oktober in Rotterdam;8-10-2019;Rotterdam
070Ein7-10-2019;QGIS Intro;QGIS Intro: 7 oktober in Eindhoven;7-10-2019;Eindhoven
070Ape5-11-2019;QGIS Intro;QGIS Intro: 5 november in Apeldoorn;5-11-2019;Apeldoorn
070Ams4-11-2019;QGIS Intro;QGIS Intro: 4 november in Amsterdam;4-11-2019;Amsterdam
070Rot3-12-2019;QGIS Intro;QGIS Intro: 3 december in Rotterdam;3-12-2019;Rotterdam
079Ape9-1-2019;FME Desktop Basis;FME Desktop Basis: 9, 16 januari in Apeldoorn;9-1-2019;Apeldoorn
079Rot6-2-2019;FME Desktop Basis;FME Desktop Basis: 6, 13 februari in Rotterdam;6-2-2019;Rotterdam
079Ape6-3-2019;FME Desktop Basis;FME Desktop Basis: 6, 13 maart in Apeldoorn;6-3-2019;Apeldoorn
079Ams5-3-2019;FME Desktop Basis;FME Desktop Basis: 5, 12 maart in Amsterdam;5-3-2019;Amsterdam
079Rot10-4-2019;FME Desktop Basis;FME Desktop Basis: 10, 17 april in Rotterdam;10-4-2019;Rotterdam
079Ein9-4-2019;FME Desktop Basis;FME Desktop Basis: 9, 16 april in Eindhoven;9-4-2019;Eindhoven
079Ape8-5-2019;FME Desktop Basis;FME Desktop Basis: 8, 15 mei in Apeldoorn;8-5-2019;Apeldoorn
079Ams7-5-2019;FME Desktop Basis;FME Desktop Basis: 7, 14 mei in Amsterdam;7-5-2019;Amsterdam
079Rot5-6-2019;FME Desktop Basis;FME Desktop Basis: 5, 12 juni in Rotterdam;5-6-2019;Rotterdam
079Ein4-6-2019;FME Desktop Basis;FME Desktop Basis: 4, 11 juni in Eindhoven;4-6-2019;Eindhoven
079Ape3-7-2019;FME Desktop Basis;FME Desktop Basis: 3, 10 juli in Apeldoorn;3-7-2019;Apeldoorn
079Rot7-8-2019;FME Desktop Basis;FME Desktop Basis: 7, 14 augustus in Rotterdam;7-8-2019;Rotterdam
079Ape4-9-2019;FME Desktop Basis;FME Desktop Basis: 4, 11 september in Apeldoorn;4-9-2019;Apeldoorn
079Ams3-9-2019;FME Desktop Basis;FME Desktop Basis: 3, 10 september in Amsterdam;3-9-2019;Amsterdam
079Rot9-10-2019;FME Desktop Basis;FME Desktop Basis: 9, 16 oktober in Rotterdam;9-10-2019;Rotterdam
079Ein8-10-2019;FME Desktop Basis;FME Desktop Basis: 8, 15 oktober in Eindhoven;8-10-2019;Eindhoven
079Ape6-11-2019;FME Desktop Basis;FME Desktop Basis: 6, 13 november in Apeldoorn;6-11-2019;Apeldoorn
079Ams5-11-2019;FME Desktop Basis;FME Desktop Basis: 5, 12 november in Amsterdam;5-11-2019;Amsterdam
079Rot4-12-2019;FME Desktop Basis;FME Desktop Basis: 4, 11 december in Rotterdam;4-12-2019;Rotterdam
080Ape10-1-2019;FME Gevorderd;FME Gevorderd: 10 januari in Apeldoorn;10-1-2019;Apeldoorn
080Rot7-2-2019;FME Gevorderd;FME Gevorderd: 7 februari in Rotterdam;7-2-2019;Rotterdam
080Ape7-3-2019;FME Gevorderd;FME Gevorderd: 7 maart in Apeldoorn;7-3-2019;Apeldoorn
080Ams6-3-2019;FME Gevorderd;FME Gevorderd: 6 maart in Amsterdam;6-3-2019;Amsterdam
080Rot11-4-2019;FME Gevorderd;FME Gevorderd: 11 april in Rotterdam;11-4-2019;Rotterdam
080Ein10-4-2019;FME Gevorderd;FME Gevorderd: 10 april in Eindhoven;10-4-2019;Eindhoven
080Ape9-5-2019;FME Gevorderd;FME Gevorderd: 9 mei in Apeldoorn;9-5-2019;Apeldoorn
080Ams8-5-2019;FME Gevorderd;FME Gevorderd: 8 mei in Amsterdam;8-5-2019;Amsterdam
080Rot6-6-2019;FME Gevorderd;FME Gevorderd: 6 juni in Rotterdam;6-6-2019;Rotterdam
080Ein5-6-2019;FME Gevorderd;FME Gevorderd: 5 juni in Eindhoven;5-6-2019;Eindhoven
080Ape4-7-2019;FME Gevorderd;FME Gevorderd: 4 juli in Apeldoorn;4-7-2019;Apeldoorn
080Rot8-8-2019;FME Gevorderd;FME Gevorderd: 8 augustus in Rotterdam;8-8-2019;Rotterdam
080Ape5-9-2019;FME Gevorderd;FME Gevorderd: 5 september in Apeldoorn;5-9-2019;Apeldoorn
080Ams4-9-2019;FME Gevorderd;FME Gevorderd: 4 september in Amsterdam;4-9-2019;Amsterdam
080Rot10-10-2019;FME Gevorderd;FME Gevorderd: 10 oktober in Rotterdam;10-10-2019;Rotterdam
080Ein9-10-2019;FME Gevorderd;FME Gevorderd: 9 oktober in Eindhoven;9-10-2019;Eindhoven
080Ape7-11-2019;FME Gevorderd;FME Gevorderd: 7 november in Apeldoorn;7-11-2019;Apeldoorn
080Ams6-11-2019;FME Gevorderd;FME Gevorderd: 6 november in Amsterdam;6-11-2019;Amsterdam
080Rot4-12-2019;FME Gevorderd;FME Gevorderd: 4 december in Rotterdam;4-12-2019;Rotterdam
082Ape11-1-2019;MapInfo Basis;MapInfo Basis: 11, 18, 25 januari in Apeldoorn;11-1-2019;Apeldoorn
082Rot8-2-2019;MapInfo Basis;MapInfo Basis: 8, 15, 22 februari in Rotterdam;8-2-2019;Rotterdam
082Ape8-3-2019;MapInfo Basis;MapInfo Basis: 8, 15, 22 maart in Apeldoorn;8-3-2019;Apeldoorn
082Ams7-3-2019;MapInfo Basis;MapInfo Basis: 7, 14, 21 maart in Amsterdam;7-3-2019;Amsterdam
082Rot12-4-2019;MapInfo Basis;MapInfo Basis: 12, 19, 26 april in Rotterdam;12-4-2019;Rotterdam
082Ein11-4-2019;MapInfo Basis;MapInfo Basis: 11, 18, 25 april in Eindhoven;11-4-2019;Eindhoven
082Ape10-5-2019;MapInfo Basis;MapInfo Basis: 10, 17, 24 mei in Apeldoorn;10-5-2019;Apeldoorn
082Ams9-5-2019;MapInfo Basis;MapInfo Basis: 9, 16, 23 mei in Amsterdam;9-5-2019;Amsterdam
082Rot7-6-2019;MapInfo Basis;MapInfo Basis: 7, 14, 21 juni in Rotterdam;7-6-2019;Rotterdam
082Ein6-6-2019;MapInfo Basis;MapInfo Basis: 6, 13, 20 juni in Eindhoven;6-6-2019;Eindhoven
082Ape5-7-2019;MapInfo Basis;MapInfo Basis: 5, 12, 19 juli in Apeldoorn;5-7-2019;Apeldoorn
082Rot9-8-2019;MapInfo Basis;MapInfo Basis: 9, 16, 23 augustus in Rotterdam;9-8-2019;Rotterdam
082Ape6-9-2019;MapInfo Basis;MapInfo Basis: 6, 13, 20 september in Apeldoorn;6-9-2019;Apeldoorn
082Ams5-9-2019;MapInfo Basis;MapInfo Basis: 5, 12, 19 september in Amsterdam;5-9-2019;Amsterdam
082Rot11-10-2019;MapInfo Basis;MapInfo Basis: 11, 18, 25 oktober in Rotterdam;11-10-2019;Rotterdam
082Ein10-10-2019;MapInfo Basis;MapInfo Basis: 10, 17, 24 oktober in Eindhoven;10-10-2019;Eindhoven
082Ape8-11-2019;MapInfo Basis;MapInfo Basis: 8, 15, 22 november in Apeldoorn;8-11-2019;Apeldoorn
082Ams7-11-2019;MapInfo Basis;MapInfo Basis: 7, 14, 21 november in Amsterdam;7-11-2019;Amsterdam
082Rot6-12-2019;MapInfo Basis;MapInfo Basis: 6, 13, 20 december in Rotterdam;6-12-2019;Rotterdam
083Ape8-1-2019;GDAL;GDAL: 8, 9 januari in Apeldoorn;8-1-2019;Apeldoorn
083Rot5-2-2019;GDAL;GDAL: 5, 6 februari in Rotterdam;5-2-2019;Rotterdam
083Ape5-3-2019;GDAL;GDAL: 5, 6 maart in Apeldoorn;5-3-2019;Apeldoorn
083Ams4-3-2019;GDAL;GDAL: 4, 5 maart in Amsterdam;4-3-2019;Amsterdam
083Rot9-4-2019;GDAL;GDAL: 9, 10 april in Rotterdam;9-4-2019;Rotterdam
083Ape14-5-2019;GDAL;GDAL: 14, 15 mei in Apeldoorn;14-5-2019;Apeldoorn
083Rot11-6-2019;GDAL;GDAL: 11, 12 juni in Rotterdam;11-6-2019;Rotterdam
083Ape9-7-2019;GDAL;GDAL: 9, 10 juli in Apeldoorn;9-7-2019;Apeldoorn
083Rot13-8-2019;GDAL;GDAL: 13, 14 augustus in Rotterdam;13-8-2019;Rotterdam
083Ape10-9-2019;GDAL;GDAL: 10, 11 september in Apeldoorn;10-9-2019;Apeldoorn
083Rot8-10-2019;GDAL;GDAL: 8, 9 oktober in Rotterdam;8-10-2019;Rotterdam
083Ape12-11-2019;GDAL;GDAL: 12, 13 november in Apeldoorn;12-11-2019;Apeldoorn
083Rot10-12-2019;GDAL;GDAL: 10, 11 december in Rotterdam;10-12-2019;Rotterdam
084Ape11-1-2019;GeoServer;GeoServer: 11 januari in Apeldoorn;11-1-2019;Apeldoorn
084Rot8-2-2019;GeoServer;GeoServer: 8 februari in Rotterdam;8-2-2019;Rotterdam
084Ape8-3-2019;GeoServer;GeoServer: 8 maart in Apeldoorn;8-3-2019;Apeldoorn
084Ams7-3-2019;GeoServer;GeoServer: 7 maart in Amsterdam;7-3-2019;Amsterdam
084Rot12-4-2019;GeoServer;GeoServer: 12 april in Rotterdam;12-4-2019;Rotterdam
084Ein11-4-2019;GeoServer;GeoServer: 11 april in Eindhoven;11-4-2019;Eindhoven
084Ape10-5-2019;GeoServer;GeoServer: 10 mei in Apeldoorn;10-5-2019;Apeldoorn
084Ams9-5-2019;GeoServer;GeoServer: 9 mei in Amsterdam;9-5-2019;Amsterdam
084Rot7-6-2019;GeoServer;GeoServer: 7 juni in Rotterdam;7-6-2019;Rotterdam
084Ein6-6-2019;GeoServer;GeoServer: 6 juni in Eindhoven;6-6-2019;Eindhoven
084Ape5-7-2019;GeoServer;GeoServer: 5 juli in Apeldoorn;5-7-2019;Apeldoorn
084Rot9-8-2019;GeoServer;GeoServer: 9 augustus in Rotterdam;9-8-2019;Rotterdam
084Ape6-9-2019;GeoServer;GeoServer: 6 september in Apeldoorn;6-9-2019;Apeldoorn
084Ams5-9-2019;GeoServer;GeoServer: 5 september in Amsterdam;5-9-2019;Amsterdam
084Rot11-10-2019;GeoServer;GeoServer: 11 oktober in Rotterdam;11-10-2019;Rotterdam
084Ein10-10-2019;GeoServer;GeoServer: 10 oktober in Eindhoven;10-10-2019;Eindhoven
084Ape8-11-2019;GeoServer;GeoServer: 8 november in Apeldoorn;8-11-2019;Apeldoorn
084Ams7-11-2019;GeoServer;GeoServer: 7 november in Amsterdam;7-11-2019;Amsterdam
084Rot6-12-2019;GeoServer;GeoServer: 6 december in Rotterdam;6-12-2019;Rotterdam
091Ape8-1-2019;Enterprise Geodatabase in Oracle;Enterprise Geodatabase in Oracle: 8, 9 januari in Apeldoorn;8-1-2019;Apeldoorn
091Rot5-2-2019;Enterprise Geodatabase in Oracle;Enterprise Geodatabase in Oracle: 5, 6 februari in Rotterdam;5-2-2019;Rotterdam
091Ape5-3-2019;Enterprise Geodatabase in Oracle;Enterprise Geodatabase in Oracle: 5, 6 maart in Apeldoorn;5-3-2019;Apeldoorn
091Ams4-3-2019;Enterprise Geodatabase in Oracle;Enterprise Geodatabase in Oracle: 4, 5 maart in Amsterdam;4-3-2019;Amsterdam
091Rot9-4-2019;Enterprise Geodatabase in Oracle;Enterprise Geodatabase in Oracle: 9, 10 april in Rotterdam;9-4-2019;Rotterdam
091Ape14-5-2019;Enterprise Geodatabase in Oracle;Enterprise Geodatabase in Oracle: 14, 15 mei in Apeldoorn;14-5-2019;Apeldoorn
091Rot11-6-2019;Enterprise Geodatabase in Oracle;Enterprise Geodatabase in Oracle: 11, 12 juni in Rotterdam;11-6-2019;Rotterdam
091Ape9-7-2019;Enterprise Geodatabase in Oracle;Enterprise Geodatabase in Oracle: 9, 10 juli in Apeldoorn;9-7-2019;Apeldoorn
091Rot13-8-2019;Enterprise Geodatabase in Oracle;Enterprise Geodatabase in Oracle: 13, 14 augustus in Rotterdam;13-8-2019;Rotterdam
091Ape10-9-2019;Enterprise Geodatabase in Oracle;Enterprise Geodatabase in Oracle: 10, 11 september in Apeldoorn;10-9-2019;Apeldoorn
091Rot8-10-2019;Enterprise Geodatabase in Oracle;Enterprise Geodatabase in Oracle: 8, 9 oktober in Rotterdam;8-10-2019;Rotterdam
091Ape12-11-2019;Enterprise Geodatabase in Oracle;Enterprise Geodatabase in Oracle: 12, 13 november in Apeldoorn;12-11-2019;Apeldoorn
091Rot10-12-2019;Enterprise Geodatabase in Oracle;Enterprise Geodatabase in Oracle: 10, 11 december in Rotterdam;10-12-2019;Rotterdam
095Ape9-1-2019;MongoDB Spatial;MongoDB Spatial: 9 januari in Apeldoorn;9-1-2019;Apeldoorn
095Rot5-2-2019;MongoDB Spatial;MongoDB Spatial: 5 februari in Rotterdam;5-2-2019;Rotterdam
095Ape5-3-2019;MongoDB Spatial;MongoDB Spatial: 5 maart in Apeldoorn;5-3-2019;Apeldoorn
095Ams4-3-2019;MongoDB Spatial;MongoDB Spatial: 4 maart in Amsterdam;4-3-2019;Amsterdam
095Rot10-4-2019;MongoDB Spatial;MongoDB Spatial: 10 april in Rotterdam;10-4-2019;Rotterdam
095Ein9-4-2019;MongoDB Spatial;MongoDB Spatial: 9 april in Eindhoven;9-4-2019;Eindhoven
095Ape8-5-2019;MongoDB Spatial;MongoDB Spatial: 8 mei in Apeldoorn;8-5-2019;Apeldoorn
095Ams7-5-2019;MongoDB Spatial;MongoDB Spatial: 7 mei in Amsterdam;7-5-2019;Amsterdam
095Rot4-6-2019;MongoDB Spatial;MongoDB Spatial: 4 juni in Rotterdam;4-6-2019;Rotterdam
095Ein3-6-2019;MongoDB Spatial;MongoDB Spatial: 3 juni in Eindhoven;3-6-2019;Eindhoven
095Ape3-7-2019;MongoDB Spatial;MongoDB Spatial: 3 juli in Apeldoorn;3-7-2019;Apeldoorn
095Rot5-8-2019;MongoDB Spatial;MongoDB Spatial: 5 augustus in Rotterdam;5-8-2019;Rotterdam
095Ape4-9-2019;MongoDB Spatial;MongoDB Spatial: 4 september in Apeldoorn;4-9-2019;Apeldoorn
095Ams3-9-2019;MongoDB Spatial;MongoDB Spatial: 3 september in Amsterdam;3-9-2019;Amsterdam
095Rot8-10-2019;MongoDB Spatial;MongoDB Spatial: 8 oktober in Rotterdam;8-10-2019;Rotterdam
095Ein7-10-2019;MongoDB Spatial;MongoDB Spatial: 7 oktober in Eindhoven;7-10-2019;Eindhoven
095Ape5-11-2019;MongoDB Spatial;MongoDB Spatial: 5 november in Apeldoorn;5-11-2019;Apeldoorn
095Ams4-11-2019;MongoDB Spatial;MongoDB Spatial: 4 november in Amsterdam;4-11-2019;Amsterdam
095Rot4-12-2019;MongoDB Spatial;MongoDB Spatial: 4 december in Rotterdam;4-12-2019;Rotterdam
096Ape7-1-2019;Oracle Spatial Basis;Oracle Spatial Basis: 7, 8, 9, 14 januari in Apeldoorn;7-1-2019;Apeldoorn
096Rot4-2-2019;Oracle Spatial Basis;Oracle Spatial Basis: 4, 5, 6, 11 februari in Rotterdam;4-2-2019;Rotterdam
096Ape4-3-2019;Oracle Spatial Basis;Oracle Spatial Basis: 4, 5, 6, 11 maart in Apeldoorn;4-3-2019;Apeldoorn
096Ams5-3-2019;Oracle Spatial Basis;Oracle Spatial Basis: 5, 6, 7, 12 maart in Amsterdam;5-3-2019;Amsterdam
096Rot8-4-2019;Oracle Spatial Basis;Oracle Spatial Basis: 8, 9, 10, 15 april in Rotterdam;8-4-2019;Rotterdam
096Ein9-4-2019;Oracle Spatial Basis;Oracle Spatial Basis: 9, 10, 11, 16 april in Eindhoven;9-4-2019;Eindhoven
096Ape6-5-2019;Oracle Spatial Basis;Oracle Spatial Basis: 6, 7, 8, 13 mei in Apeldoorn;6-5-2019;Apeldoorn
096Ams7-5-2019;Oracle Spatial Basis;Oracle Spatial Basis: 7, 8, 9, 14 mei in Amsterdam;7-5-2019;Amsterdam
096Rot3-6-2019;Oracle Spatial Basis;Oracle Spatial Basis: 3, 4, 5, 10 juni in Rotterdam;3-6-2019;Rotterdam
096Ein4-6-2019;Oracle Spatial Basis;Oracle Spatial Basis: 4, 5, 6, 11 juni in Eindhoven;4-6-2019;Eindhoven
096Ape1-7-2019;Oracle Spatial Basis;Oracle Spatial Basis: 1, 2, 3, 8 juli in Apeldoorn;1-7-2019;Apeldoorn
096Rot5-8-2019;Oracle Spatial Basis;Oracle Spatial Basis: 5, 6, 7, 12 augustus in Rotterdam;5-8-2019;Rotterdam
096Ape2-9-2019;Oracle Spatial Basis;Oracle Spatial Basis: 2, 3, 4, 9 september in Apeldoorn;2-9-2019;Apeldoorn
096Ams3-9-2019;Oracle Spatial Basis;Oracle Spatial Basis: 3, 4, 5, 10 september in Amsterdam;3-9-2019;Amsterdam
096Rot7-10-2019;Oracle Spatial Basis;Oracle Spatial Basis: 7, 8, 9, 14 oktober in Rotterdam;7-10-2019;Rotterdam
096Ein8-10-2019;Oracle Spatial Basis;Oracle Spatial Basis: 8, 9, 10, 15 oktober in Eindhoven;8-10-2019;Eindhoven
096Ape4-11-2019;Oracle Spatial Basis;Oracle Spatial Basis: 4, 5, 6, 11 november in Apeldoorn;4-11-2019;Apeldoorn
096Ams5-11-2019;Oracle Spatial Basis;Oracle Spatial Basis: 5, 6, 7, 12 november in Amsterdam;5-11-2019;Amsterdam
096Rot2-12-2019;Oracle Spatial Basis;Oracle Spatial Basis: 2, 3, 4, 9 december in Rotterdam;2-12-2019;Rotterdam
097Ape9-1-2019;Oracle SQL Fundamentals;Oracle SQL Fundamentals: 9, 16, 23 januari in Apeldoorn;9-1-2019;Apeldoorn
097Rot6-2-2019;Oracle SQL Fundamentals;Oracle SQL Fundamentals: 6, 13, 20 februari in Rotterdam;6-2-2019;Rotterdam
097Ape6-3-2019;Oracle SQL Fundamentals;Oracle SQL Fundamentals: 6, 13, 20 maart in Apeldoorn;6-3-2019;Apeldoorn
097Ams5-3-2019;Oracle SQL Fundamentals;Oracle SQL Fundamentals: 5, 12, 19 maart in Amsterdam;5-3-2019;Amsterdam
097Rot10-4-2019;Oracle SQL Fundamentals;Oracle SQL Fundamentals: 10, 17, 24 april in Rotterdam;10-4-2019;Rotterdam
097Ein9-4-2019;Oracle SQL Fundamentals;Oracle SQL Fundamentals: 9, 16, 23 april in Eindhoven;9-4-2019;Eindhoven
097Ape8-5-2019;Oracle SQL Fundamentals;Oracle SQL Fundamentals: 8, 15, 22 mei in Apeldoorn;8-5-2019;Apeldoorn
097Ams7-5-2019;Oracle SQL Fundamentals;Oracle SQL Fundamentals: 7, 14, 21 mei in Amsterdam;7-5-2019;Amsterdam
097Rot5-6-2019;Oracle SQL Fundamentals;Oracle SQL Fundamentals: 5, 12, 19 juni in Rotterdam;5-6-2019;Rotterdam
097Ein4-6-2019;Oracle SQL Fundamentals;Oracle SQL Fundamentals: 4, 11, 18 juni in Eindhoven;4-6-2019;Eindhoven
097Ape3-7-2019;Oracle SQL Fundamentals;Oracle SQL Fundamentals: 3, 10, 17 juli in Apeldoorn;3-7-2019;Apeldoorn
097Rot7-8-2019;Oracle SQL Fundamentals;Oracle SQL Fundamentals: 7, 14, 21 augustus in Rotterdam;7-8-2019;Rotterdam
097Ape4-9-2019;Oracle SQL Fundamentals;Oracle SQL Fundamentals: 4, 11, 18 september in Apeldoorn;4-9-2019;Apeldoorn
097Ams3-9-2019;Oracle SQL Fundamentals;Oracle SQL Fundamentals: 3, 10, 17 september in Amsterdam;3-9-2019;Amsterdam
097Rot9-10-2019;Oracle SQL Fundamentals;Oracle SQL Fundamentals: 9, 16, 23 oktober in Rotterdam;9-10-2019;Rotterdam
097Ein8-10-2019;Oracle SQL Fundamentals;Oracle SQL Fundamentals: 8, 15, 22 oktober in Eindhoven;8-10-2019;Eindhoven
097Ape6-11-2019;Oracle SQL Fundamentals;Oracle SQL Fundamentals: 6, 13, 20 november in Apeldoorn;6-11-2019;Apeldoorn
097Ams5-11-2019;Oracle SQL Fundamentals;Oracle SQL Fundamentals: 5, 12, 19 november in Amsterdam;5-11-2019;Amsterdam
097Rot4-12-2019;Oracle SQL Fundamentals;Oracle SQL Fundamentals: 4, 11, 18 december in Rotterdam;4-12-2019;Rotterdam
098Ape7-1-2019;PostGIS en PostgreSQL;PostGIS en PostgreSQL: 7, 14, 21 januari in Apeldoorn;7-1-2019;Apeldoorn
098Rot4-2-2019;PostGIS en PostgreSQL;PostGIS en PostgreSQL: 4, 11, 18 februari in Rotterdam;4-2-2019;Rotterdam
098Ape4-3-2019;PostGIS en PostgreSQL;PostGIS en PostgreSQL: 4, 11, 18 maart in Apeldoorn;4-3-2019;Apeldoorn
098Ams5-3-2019;PostGIS en PostgreSQL;PostGIS en PostgreSQL: 5, 12, 19 maart in Amsterdam;5-3-2019;Amsterdam
098Rot8-4-2019;PostGIS en PostgreSQL;PostGIS en PostgreSQL: 8, 15, 22 april in Rotterdam;8-4-2019;Rotterdam
098Ein9-4-2019;PostGIS en PostgreSQL;PostGIS en PostgreSQL: 9, 14, 23 april in Eindhoven;9-4-2019;Eindhoven
098Ape6-5-2019;PostGIS en PostgreSQL;PostGIS en PostgreSQL: 6, 13, 20 mei in Apeldoorn;6-5-2019;Apeldoorn
098Ams7-5-2019;PostGIS en PostgreSQL;PostGIS en PostgreSQL: 7, 14, 21 mei in Amsterdam;7-5-2019;Amsterdam
098Rot3-6-2019;PostGIS en PostgreSQL;PostGIS en PostgreSQL: 3, 10, 17 juni in Rotterdam;3-6-2019;Rotterdam
098Ein4-6-2019;PostGIS en PostgreSQL;PostGIS en PostgreSQL: 4, 11, 18 juni in Eindhoven;4-6-2019;Eindhoven
098Ape1-7-2019;PostGIS en PostgreSQL;PostGIS en PostgreSQL: 1, 8, 15 juli in Apeldoorn;1-7-2019;Apeldoorn
098Rot5-8-2019;PostGIS en PostgreSQL;PostGIS en PostgreSQL: 5, 12, 19 augustus in Rotterdam;5-8-2019;Rotterdam
098Ape2-9-2019;PostGIS en PostgreSQL;PostGIS en PostgreSQL: 2, 9, 16 september in Apeldoorn;2-9-2019;Apeldoorn
098Ams3-9-2019;PostGIS en PostgreSQL;PostGIS en PostgreSQL: 3, 10, 17 september in Amsterdam;3-9-2019;Amsterdam
098Rot7-10-2019;PostGIS en PostgreSQL;PostGIS en PostgreSQL: 7, 14, 21 oktober in Rotterdam;7-10-2019;Rotterdam
098Ein8-10-2019;PostGIS en PostgreSQL;PostGIS en PostgreSQL: 8, 15, 22 oktober in Eindhoven;8-10-2019;Eindhoven
098Ape4-11-2019;PostGIS en PostgreSQL;PostGIS en PostgreSQL: 4, 11, 18 november in Apeldoorn;4-11-2019;Apeldoorn
098Ams5-11-2019;PostGIS en PostgreSQL;PostGIS en PostgreSQL: 5, 12, 19 november in Amsterdam;5-11-2019;Amsterdam
098Rot2-12-2019;PostGIS en PostgreSQL;PostGIS en PostgreSQL: 2, 9, 16 december in Rotterdam;2-12-2019;Rotterdam
099Ape8-1-2019;PostgreSQL en Python;PostgreSQL en Python: 8 januari in Apeldoorn;8-1-2019;Apeldoorn
099Rot5-2-2019;PostgreSQL en Python;PostgreSQL en Python: 5 februari in Rotterdam;5-2-2019;Rotterdam
099Ape5-3-2019;PostgreSQL en Python;PostgreSQL en Python: 5 maart in Apeldoorn;5-3-2019;Apeldoorn
099Ams4-3-2019;PostgreSQL en Python;PostgreSQL en Python: 4 maart in Amsterdam;4-3-2019;Amsterdam
099Rot2-4-2019;PostgreSQL en Python;PostgreSQL en Python: 2 april in Rotterdam;2-4-2019;Rotterdam
099Ein1-4-2019;PostgreSQL en Python;PostgreSQL en Python: 1 april in Eindhoven;1-4-2019;Eindhoven
